Policy,Sample,Gender,RatingArea,NCD,ProtectedNCD,DrivingRestriction,VehicleAge,LossYear,Exposures,DevelopedLoss,PurePrem
81739,TRAIN,Male,2B,2,N,Named,8,2014,0.08,0,0
81740,TRAIN,Male,4A,4+,N,Named,3,2014,0.08,0,0
81744,TRAIN,Male,2B,3,N,Any,4,2014,0.08,0,0
81745,TRAIN,Female,2A,4+,N,Named,8,2014,0.08,0,0
81746,TRAIN,Male,1A,4+,N,Named,9,2013,0.08,0,0
81748,TRAIN,Male,1B,3,N,Named,12,2013,0.08,0,0
81749,TRAIN,Female,3B,1,N,Named,9,2014,0.08,0,0
81750,TRAIN,Female,1B,1,N,Named,5,2014,0.08,0,0
81751,TRAIN,Male,4A,2,N,Any,7,2014,0.08,0,0
81752,TRAIN,Male,2A,4+,Y,Any,11,2014,0.08,0,0
81753,TRAIN,Female,3B,2,N,Named,7,2014,0.08,0,0
81754,TRAIN,Female,2A,4+,Y,Named,7,2014,0.08,0,0
81755,TRAIN,Male,1B,4+,Y,Named,11,2014,0.08,0,0
81756,TRAIN,Male,1B,4+,N,Named,9,2013,0.08,0,0
81757,TRAIN,Female,6A,4+,Y,Named,5,2013,0.08,0,0
81758,TRAIN,Male,6A,4+,N,Named,6,2013,0.08,0,0
81759,TRAIN,Female,2A,4+,N,Named,11,2013,0.08,0,0
81760,TRAIN,Male,3A,4+,N,Any,6,2013,0.08,0,0
81761,TRAIN,Male,3B,0,N,Any,5,2014,0.08,0,0
81762,TRAIN,Male,5A,4+,N,Named,3,2013,0.08,0,0
81763,TRAIN,Female,1A,0,N,Named,2,2014,0.08,0,0
81764,TRAIN,Male,3B,4+,Y,Any,8,2014,0.08,0,0
81765,TRAIN,Female,5A,3,N,Named,3,2013,0.08,0,0
81767,TRAIN,Female,2A,1,N,Named,5,2013,0.08,0,0
81768,TRAIN,Female,5B,1,N,Any,5,2014,0.08,0,0
81769,TRAIN,Female,4A,3,N,Named,6,2013,0.08,0,0
81770,TRAIN,Male,3A,3,N,Any,9,2014,0.08,0,0
81771,TRAIN,Female,3B,1,N,Named,7,2014,0.08,0,0
81772,TRAIN,Female,2A,4+,Y,Named,2,2014,0.08,0,0
81773,TRAIN,Male,3B,0,N,Named,5,2013,0.08,0,0
81776,TRAIN,Male,5B,4+,N,Any,5,2014,0.08,0,0
81777,TRAIN,Female,1B,2,N,Named,3,2013,0.08,0,0
81778,TRAIN,Male,3B,4+,N,Any,5,2013,0.08,0,0
81779,TRAIN,Male,1A,4+,N,Named,3,2014,0.08,0,0
81780,TRAIN,Male,2B,4+,Y,Named,1,2014,0.08,0,0
81782,TRAIN,Female,4B,3,N,Named,5,2014,0.08,0,0
81783,TRAIN,Male,1A,4+,N,Any,5,2013,0.08,0,0
81785,TRAIN,Male,2B,4+,Y,Named,9,2013,0.08,0,0
81786,TRAIN,Female,2A,2,N,Any,8,2014,0.08,0,0
81787,TRAIN,Male,3B,4+,Y,Any,9,2014,0.08,0,0
81788,TRAIN,Female,2B,4+,Y,Any,0,2013,0.08,0,0
81791,TRAIN,Male,3B,4+,N,Named,3,2013,0.08,0,0
81793,TRAIN,Male,6A,1,N,Named,4,2014,0.08,0,0
81794,TRAIN,Male,1B,2,N,Named,7,2013,0.08,0,0
81795,TRAIN,Male,6A,3,N,Named,3,2014,0.08,0,0
81796,TRAIN,Female,4B,4+,N,Named,4,2014,0.08,0,0
81799,TRAIN,Female,1A,1,N,Named,7,2014,0.08,0,0
81800,TRAIN,Male,2A,3,N,Any,5,2014,0.08,0,0
81801,TRAIN,Male,6A,1,N,Any,5,2013,0.08,0,0
81803,TRAIN,Male,5B,4+,N,Any,6,2014,0.08,0,0
81804,TRAIN,Male,3B,2,N,Named,8,2013,0.08,0,0
81805,TRAIN,Female,2A,4+,Y,Any,5,2014,0.08,0,0
81806,TRAIN,Female,3A,1,N,Any,4,2014,0.08,0,0
81807,TRAIN,Female,3B,3,N,Named,14,2014,0.08,0,0
81808,TRAIN,Female,2B,2,N,Named,3,2013,0.08,0,0
81809,TRAIN,Female,5B,4+,N,Named,3,2014,0.08,0,0
81810,TRAIN,Male,4A,4+,N,Named,13,2014,0.08,0,0
81811,TRAIN,Male,3B,3,N,Any,4,2013,0.08,0,0
81812,TRAIN,Female,1B,4+,Y,Named,7,2013,0.08,0,0
81813,TRAIN,Female,4A,1,N,Named,9,2014,0.08,0,0
81814,TRAIN,Female,4B,0,N,Named,0,2013,0.08,0,0
81815,TRAIN,Female,3A,4+,Y,Named,5,2013,0.08,0,0
81817,TRAIN,Male,3A,4+,Y,Any,7,2014,0.08,0,0
81818,TRAIN,Male,4A,3,N,Named,7,2014,0.08,0,0
81819,TRAIN,Male,3A,3,N,Any,9,2014,0.08,0,0
81820,TRAIN,Male,1B,3,N,Named,6,2014,0.08,0,0
81821,TRAIN,Male,6A,2,N,Any,2,2014,0.08,0,0
81822,TRAIN,Female,5A,3,N,Any,8,2014,0.08,0,0
81823,TRAIN,Male,3B,4+,Y,Any,2,2013,0.08,0,0
81825,TRAIN,Male,1A,4+,Y,Named,6,2014,0.08,0,0
81826,TRAIN,Male,3B,1,N,Any,0,2014,0.08,0,0
81827,TRAIN,Female,1B,4+,N,Any,5,2013,0.08,0,0
81828,TRAIN,Female,4A,4+,N,Named,5,2014,0.08,0,0
81829,TRAIN,Male,3A,4+,Y,Any,5,2013,0.08,0,0
81830,TRAIN,Female,5B,4+,N,Any,7,2014,0.08,0,0
81831,TRAIN,Female,2B,1,N,Named,4,2014,0.08,0,0
81833,TRAIN,Male,2B,4+,Y,Any,3,2013,0.08,0,0
81834,TRAIN,Male,3B,3,N,Named,10,2013,0.08,0,0
81835,TRAIN,Male,2A,2,N,Named,1,2013,0.08,0,0
81836,TRAIN,Male,4B,4+,Y,Any,3,2014,0.08,0,0
81838,TRAIN,Female,3A,2,N,Any,3,2014,0.08,0,0
81839,TRAIN,Male,2B,4+,N,Named,8,2014,0.08,0,0
81840,TRAIN,Female,4B,1,N,Any,2,2014,0.08,0,0
81841,TRAIN,Female,5B,2,N,Named,4,2014,0.08,0,0
81842,TRAIN,Male,2B,4+,N,Any,9,2013,0.08,0,0
81844,TRAIN,Male,1A,3,N,Named,3,2014,0.08,0,0
81845,TRAIN,Female,3B,0,N,Named,5,2014,0.08,0,0
81847,TRAIN,Male,4A,3,N,Any,4,2013,0.08,0,0
81849,TRAIN,Male,4B,4+,Y,Any,8,2013,0.08,0,0
81850,TRAIN,Male,5B,4+,N,Named,1,2014,0.08,0,0
81851,TRAIN,Female,1A,4+,N,Any,9,2014,0.08,0,0
81852,TRAIN,Male,4B,4+,N,Named,7,2014,0.08,0,0
81853,TRAIN,Female,6A,1,N,Any,1,2013,0.08,0,0
81854,TRAIN,Male,1B,4+,N,Any,4,2014,0.08,0,0
81855,TRAIN,Female,3B,1,N,Any,5,2014,0.08,0,0
81856,TRAIN,Female,1A,2,N,Named,10,2014,0.08,0,0
81857,TRAIN,Male,1A,1,N,Named,0,2013,0.08,0,0
81858,TRAIN,Female,5A,2,N,Named,9,2014,0.08,0,0
81859,TRAIN,Male,6A,4+,N,Any,9,2013,0.08,0,0
81860,TRAIN,Female,2A,1,N,Any,9,2013,0.08,0,0
81862,TRAIN,Female,2A,4+,N,Any,10,2014,0.08,0,0
81863,TRAIN,Female,4B,4+,N,Named,4,2014,0.08,0,0
81864,TRAIN,Female,4A,3,N,Any,9,2013,0.08,0,0
81865,TRAIN,Male,2B,0,N,Any,1,2013,0.08,0,0
81866,TRAIN,Male,4A,1,N,Any,5,2013,0.08,0,0
81867,TRAIN,Female,2B,0,N,Any,0,2013,0.08,0,0
81868,TRAIN,Female,2A,4+,N,Named,2,2014,0.08,0,0
81869,TRAIN,Male,2B,4+,Y,Named,1,2014,0.08,0,0
81870,TRAIN,Female,5B,0,N,Any,12,2014,0.08,0,0
81871,TRAIN,Female,4A,4+,N,Named,12,2014,0.08,0,0
81872,TRAIN,Male,3A,0,N,Named,1,2013,0.08,0,0
81873,TRAIN,Male,3A,4+,Y,Named,8,2013,0.08,0,0
81874,TRAIN,Male,1B,4+,N,Named,11,2014,0.08,0,0
81875,TRAIN,Male,6A,4+,N,Any,5,2013,0.08,0,0
81876,TRAIN,Female,6A,4+,N,Named,9,2014,0.08,0,0
81877,TRAIN,Male,2B,3,N,Any,12,2013,0.08,0,0
81878,TRAIN,Female,3A,2,N,Any,9,2014,0.08,0,0
81879,TRAIN,Male,5A,4+,N,Named,7,2013,0.08,0,0
81880,TRAIN,Female,3A,2,N,Named,7,2014,0.08,0,0
81881,TRAIN,Male,6A,0,N,Any,6,2013,0.08,0,0
81882,TRAIN,Male,6A,4+,Y,Named,0,2013,0.08,0,0
81884,TRAIN,Male,2B,4+,Y,Any,8,2013,0.08,0,0
81885,TRAIN,Male,5B,4+,Y,Any,9,2014,0.08,0,0
81887,TRAIN,Female,2B,1,N,Named,12,2014,0.08,0,0
81888,TRAIN,Male,6A,1,N,Any,3,2014,0.08,0,0
81889,TRAIN,Male,1A,4+,Y,Any,15,2014,0.08,0,0
81892,TRAIN,Male,5A,4+,Y,Named,10,2014,0.08,0,0
81893,TRAIN,Male,4A,4+,Y,Named,10,2014,0.08,0,0
81894,TRAIN,Female,4A,1,N,Any,8,2013,0.08,0,0
81895,TRAIN,Female,2B,4+,Y,Named,3,2013,0.08,0,0
81896,TRAIN,Male,4A,3,N,Named,2,2013,0.08,0,0
81897,TRAIN,Female,3B,4+,Y,Named,7,2014,0.08,0,0
81899,TRAIN,Male,2A,4+,Y,Any,10,2013,0.08,0,0
81900,TRAIN,Male,3A,4+,Y,Named,3,2014,0.08,0,0
81901,TRAIN,Female,1A,4+,N,Any,8,2013,0.08,0,0
81904,TRAIN,Female,1A,0,N,Named,4,2013,0.08,0,0
81905,TRAIN,Male,1B,4+,N,Any,5,2014,0.08,0,0
81907,TRAIN,Female,5B,4+,N,Named,8,2014,0.08,0,0
81908,TRAIN,Female,4A,4+,N,Named,1,2013,0.08,0,0
81909,TRAIN,Male,1B,4+,N,Named,0,2014,0.08,0,0
81910,TRAIN,Male,5A,4+,N,Any,7,2014,0.08,0,0
81912,TRAIN,Male,4A,4+,Y,Any,9,2014,0.08,0,0
81916,TRAIN,Male,1A,4+,Y,Any,7,2014,0.08,0,0
81918,TRAIN,Male,5A,4+,Y,Any,3,2014,0.08,0,0
81920,TRAIN,Female,1A,1,N,Any,5,2013,0.08,0,0
81921,TRAIN,Female,1A,4+,N,Named,11,2014,0.08,0,0
81923,TRAIN,Male,2B,2,N,Named,7,2013,0.08,0,0
81925,TRAIN,Female,6A,4+,N,Named,4,2013,0.08,0,0
81927,TRAIN,Female,2A,3,N,Named,3,2014,0.08,0,0
81928,TRAIN,Male,6A,3,N,Any,10,2014,0.08,0,0
81929,TRAIN,Female,5B,1,N,Named,6,2014,0.08,0,0
81930,TRAIN,Female,6A,4+,Y,Any,7,2014,0.08,0,0
81931,TRAIN,Male,3A,3,N,Named,2,2013,0.08,0,0
81932,TRAIN,Female,4B,4+,N,Named,2,2014,0.08,0,0
81933,TRAIN,Male,3A,2,N,Any,1,2014,0.08,0,0
81934,TRAIN,Female,6A,4+,Y,Named,9,2013,0.08,0,0
81935,TRAIN,Female,4B,4+,N,Any,10,2014,0.08,0,0
81936,TRAIN,Male,4A,3,N,Named,8,2014,0.08,0,0
81937,TRAIN,Female,1B,4+,N,Named,1,2013,0.08,0,0
81938,TRAIN,Female,5B,0,N,Named,6,2014,0.08,0,0
81939,TRAIN,Female,4B,4+,Y,Named,2,2013,0.08,0,0
81940,TRAIN,Female,6A,3,N,Named,6,2014,0.08,0,0
81941,TRAIN,Male,3A,0,N,Named,9,2014,0.08,0,0
81942,TRAIN,Male,5A,4+,Y,Named,12,2014,0.08,0,0
81943,TRAIN,Female,3B,3,N,Any,3,2014,0.08,0,0
81945,TRAIN,Female,6A,4+,Y,Named,9,2013,0.08,0,0
81946,TRAIN,Male,3B,4+,N,Any,0,2013,0.08,0,0
81948,TRAIN,Male,1A,0,N,Named,4,2013,0.08,0,0
81949,TRAIN,Female,2A,0,N,Named,7,2013,0.08,0,0
81951,TRAIN,Female,2A,1,N,Any,5,2014,0.08,0,0
81952,TRAIN,Male,2A,4+,Y,Named,9,2013,0.08,0,0
81953,TRAIN,Female,1A,4+,N,Named,11,2014,0.08,0,0
81954,TRAIN,Male,2B,0,N,Any,12,2013,0.08,0,0
81955,TRAIN,Female,2A,4+,Y,Any,6,2014,0.08,0,0
81956,TRAIN,Male,4B,2,N,Named,9,2013,0.08,0,0
81957,TRAIN,Male,5A,1,N,Named,5,2013,0.08,0,0
81960,TRAIN,Male,6A,3,N,Any,6,2014,0.08,0,0
81961,TRAIN,Male,1B,4+,Y,Any,7,2013,0.08,0,0
81962,TRAIN,Female,5A,4+,N,Named,7,2014,0.08,0,0
81963,TRAIN,Male,1B,4+,Y,Any,12,2014,0.08,0,0
81966,TRAIN,Female,4A,1,N,Any,9,2013,0.08,0,0
81967,TRAIN,Male,6A,4+,Y,Any,5,2013,0.08,0,0
81968,TRAIN,Male,5B,4+,Y,Named,6,2014,0.08,0,0
81969,TRAIN,Female,4B,4+,N,Any,9,2014,0.08,0,0
81970,TRAIN,Female,5A,3,N,Named,1,2013,0.08,0,0
81972,TRAIN,Male,2B,4+,Y,Named,3,2013,0.08,0,0
81973,TRAIN,Male,5B,4+,Y,Named,6,2013,0.08,0,0
81976,TRAIN,Male,6A,1,N,Any,9,2013,0.08,0,0
81977,TRAIN,Female,3A,1,N,Named,8,2014,0.08,0,0
81979,TRAIN,Male,2B,2,N,Any,8,2014,0.08,0,0
81980,TRAIN,Male,2B,2,N,Named,5,2014,0.08,0,0
81981,TRAIN,Female,3A,3,N,Any,1,2013,0.08,0,0
81982,TRAIN,Male,2B,2,N,Any,8,2014,0.08,0,0
81983,TRAIN,Male,6A,4+,N,Named,10,2014,0.08,0,0
81984,TRAIN,Male,3A,1,N,Any,7,2014,0.08,0,0
81987,TRAIN,Male,2B,4+,N,Named,12,2014,0.08,0,0
81988,TRAIN,Male,2B,2,N,Any,1,2014,0.08,0,0
81989,TRAIN,Male,3B,4+,Y,Named,8,2013,0.08,0,0
81990,TRAIN,Male,2A,4+,Y,Named,1,2014,0.08,0,0
81991,TRAIN,Male,3A,4+,Y,Any,9,2014,0.08,0,0
81992,TRAIN,Female,5A,0,N,Named,7,2013,0.08,0,0
81993,TRAIN,Female,6A,1,N,Any,8,2014,0.08,0,0
81996,TRAIN,Female,4A,4+,Y,Named,4,2013,0.08,0,0
81998,TRAIN,Male,4B,4+,N,Any,8,2013,0.08,0,0
81999,TRAIN,Male,3A,4+,N,Named,12,2013,0.08,0,0
82000,TRAIN,Female,5A,3,N,Named,0,2014,0.08,0,0
82001,TRAIN,Male,1B,4+,N,Any,2,2014,0.08,0,0
82002,TRAIN,Male,1B,1,N,Named,9,2013,0.08,0,0
82003,TRAIN,Female,2A,4+,Y,Named,13,2013,0.08,0,0
82005,TRAIN,Male,5A,3,N,Any,6,2014,0.08,0,0
82006,TRAIN,Female,2A,0,N,Named,5,2014,0.08,0,0
82007,TRAIN,Male,3B,1,N,Named,4,2013,0.08,0,0
82010,TRAIN,Male,4B,2,N,Any,3,2014,0.08,0,0
82011,TRAIN,Male,2A,1,N,Named,4,2014,0.08,0,0
82012,TRAIN,Female,2B,4+,Y,Any,9,2013,0.08,0,0
82013,TRAIN,Male,2A,0,N,Any,0,2013,0.08,0,0
82014,TRAIN,Female,4B,1,N,Any,1,2014,0.08,0,0
82015,TRAIN,Female,1A,3,N,Named,10,2013,0.08,0,0
82016,TRAIN,Female,1B,2,N,Named,10,2014,0.08,0,0
82018,TRAIN,Female,3B,0,N,Any,9,2014,0.08,0,0
82019,TRAIN,Male,2B,1,N,Any,4,2014,0.08,0,0
82022,TRAIN,Female,4B,0,N,Named,7,2013,0.08,0,0
82023,TRAIN,Male,3A,4+,N,Any,5,2013,0.08,0,0
82025,TRAIN,Male,5A,4+,Y,Any,3,2014,0.08,0,0
82026,TRAIN,Male,3B,0,N,Named,0,2013,0.08,0,0
82027,TRAIN,Female,4B,0,N,Named,2,2014,0.08,0,0
82028,TRAIN,Male,2A,1,N,Named,3,2013,0.08,0,0
82029,TRAIN,Female,3A,1,N,Named,3,2014,0.08,0,0
82030,TRAIN,Female,5B,3,N,Any,1,2014,0.08,0,0
82031,TRAIN,Male,3B,4+,Y,Named,14,2014,0.08,0,0
82032,TRAIN,Female,3B,4+,Y,Any,10,2014,0.08,0,0
82034,TRAIN,Female,3B,2,N,Named,3,2013,0.08,0,0
82035,TRAIN,Female,6A,1,N,Named,2,2013,0.08,0,0
82036,TRAIN,Female,5B,4+,N,Named,6,2014,0.08,0,0
82037,TRAIN,Female,1A,0,N,Any,11,2014,0.08,0,0
82039,TRAIN,Male,1B,4+,Y,Named,6,2014,0.08,0,0
82040,TRAIN,Male,5A,4+,Y,Any,2,2014,0.08,0,0
82041,TRAIN,Male,3A,3,N,Any,2,2014,0.08,0,0
82043,TRAIN,Male,6A,2,N,Any,4,2013,0.08,0,0
82044,TRAIN,Female,6A,4+,N,Named,2,2014,0.08,0,0
82045,TRAIN,Male,1A,4+,N,Any,6,2013,0.08,0,0
82046,TRAIN,Female,1A,2,N,Named,5,2014,0.08,0,0
82047,TRAIN,Female,5A,2,N,Named,0,2013,0.08,0,0
82048,TRAIN,Male,4A,1,N,Named,9,2013,0.08,0,0
82049,TRAIN,Male,4B,1,N,Any,7,2014,0.08,0,0
82050,TRAIN,Female,1A,4+,N,Named,5,2014,0.08,0,0
82052,TRAIN,Male,2A,4+,N,Any,4,2014,0.08,0,0
82053,TRAIN,Male,2A,4+,N,Any,7,2014,0.08,0,0
82054,TRAIN,Male,2B,2,N,Named,7,2013,0.08,0,0
82055,TRAIN,Male,1B,2,N,Any,2,2014,0.08,0,0
82056,TRAIN,Male,2B,4+,Y,Named,11,2013,0.08,0,0
82057,TRAIN,Male,4A,1,N,Named,2,2014,0.08,0,0
82059,TRAIN,Male,4B,3,N,Named,6,2014,0.08,0,0
82060,TRAIN,Male,2A,4+,Y,Named,8,2013,0.08,0,0
82061,TRAIN,Male,4A,3,N,Named,4,2013,0.08,0,0
82062,TRAIN,Male,5B,4+,Y,Any,2,2014,0.08,0,0
82063,TRAIN,Male,4B,4+,N,Any,8,2014,0.08,0,0
82065,TRAIN,Female,6A,0,N,Any,0,2013,0.08,0,0
82066,TRAIN,Male,2B,0,N,Any,0,2014,0.08,0,0
82067,TRAIN,Male,4A,4+,Y,Named,6,2013,0.08,0,0
82068,TRAIN,Male,1B,4+,Y,Any,5,2013,0.08,0,0
82069,TRAIN,Female,3A,4+,N,Named,1,2013,0.08,0,0
82070,TRAIN,Male,3A,4+,N,Any,1,2014,0.08,0,0
82071,TRAIN,Female,6A,1,N,Named,6,2013,0.08,0,0
82072,TRAIN,Male,6A,2,N,Named,2,2013,0.08,0,0
82073,TRAIN,Male,6A,4+,N,Named,7,2013,0.08,0,0
82074,TRAIN,Male,4A,2,N,Named,0,2013,0.08,0,0
82075,TRAIN,Male,3A,2,N,Any,7,2013,0.08,0,0
82076,TRAIN,Female,2B,3,N,Named,15,2014,0.08,0,0
82078,TRAIN,Male,2B,4+,Y,Named,2,2013,0.08,0,0
82079,TRAIN,Male,3A,2,N,Named,10,2014,0.08,0,0
82081,TRAIN,Male,3A,1,N,Named,9,2014,0.08,0,0
82084,TRAIN,Male,3A,4+,Y,Any,13,2013,0.08,0,0
82085,TRAIN,Female,6A,4+,N,Named,3,2013,0.08,0,0
82086,TRAIN,Male,2B,0,N,Named,4,2013,0.08,0,0
82088,TRAIN,Male,1B,1,N,Any,3,2014,0.08,0,0
82091,TRAIN,Female,1B,1,N,Named,1,2013,0.08,0,0
82092,TRAIN,Female,3A,2,N,Any,15,2013,0.08,0,0
82093,TRAIN,Male,3B,4+,Y,Any,8,2013,0.08,0,0
82094,TRAIN,Female,5A,3,N,Named,4,2013,0.08,0,0
82095,TRAIN,Male,1A,4+,N,Named,8,2013,0.08,0,0
82096,TRAIN,Male,4B,4+,Y,Any,8,2014,0.08,0,0
82097,TRAIN,Male,2A,0,N,Any,8,2014,0.08,0,0
82098,TRAIN,Male,6A,4+,N,Any,8,2013,0.08,0,0
82102,TRAIN,Female,1B,2,N,Named,6,2013,0.08,0,0
82103,TRAIN,Male,2B,4+,N,Named,4,2013,0.08,0,0
82104,TRAIN,Male,4B,0,N,Named,15,2013,0.08,0,0
82105,TRAIN,Male,4B,0,N,Named,2,2013,0.08,0,0
82106,TRAIN,Male,5B,2,N,Named,10,2014,0.08,0,0
82107,TRAIN,Female,6A,4+,Y,Any,2,2013,0.08,0,0
82108,TRAIN,Male,1B,0,N,Named,2,2014,0.08,0,0
82109,TRAIN,Female,2B,4+,N,Named,7,2013,0.08,0,0
82110,TRAIN,Female,2B,4+,Y,Any,2,2014,0.08,0,0
82113,TRAIN,Female,3B,4+,Y,Any,1,2013,0.08,0,0
82114,TRAIN,Female,1B,1,N,Any,9,2013,0.08,0,0
82115,TRAIN,Male,3B,4+,Y,Named,4,2013,0.08,0,0
82116,TRAIN,Female,1B,3,N,Any,6,2014,0.08,0,0
82118,TRAIN,Male,1B,3,N,Named,3,2014,0.08,0,0
82122,TRAIN,Female,5B,3,N,Any,9,2014,0.08,0,0
82123,TRAIN,Female,3B,0,N,Named,3,2014,0.08,0,0
82124,TRAIN,Female,1B,4+,Y,Named,8,2013,0.08,0,0
82125,TRAIN,Male,1A,4+,N,Named,8,2013,0.08,0,0
82126,TRAIN,Male,4A,1,N,Named,2,2013,0.08,0,0
82127,TRAIN,Male,6A,3,N,Named,5,2013,0.08,0,0
82128,TRAIN,Male,1A,4+,Y,Any,10,2014,0.08,0,0
82129,TRAIN,Female,5A,1,N,Named,5,2013,0.08,0,0
82130,TRAIN,Male,3A,4+,Y,Any,7,2013,0.08,0,0
82131,TRAIN,Female,2A,3,N,Any,8,2014,0.08,0,0
82132,TRAIN,Male,1A,0,N,Named,9,2013,0.08,0,0
82133,TRAIN,Female,2A,1,N,Named,9,2014,0.08,0,0
82134,TRAIN,Female,3B,3,N,Any,8,2013,0.08,0,0
82136,TRAIN,Male,5A,0,N,Any,12,2013,0.08,0,0
82138,TRAIN,Female,2A,3,N,Named,3,2013,0.08,0,0
82139,TRAIN,Female,3A,1,N,Named,5,2013,0.08,0,0
82140,TRAIN,Female,2A,4+,N,Any,6,2014,0.08,0,0
82141,TRAIN,Male,1A,4+,N,Any,15,2014,0.08,0,0
82143,TRAIN,Male,5B,1,N,Any,4,2013,0.08,0,0
82144,TRAIN,Female,3B,3,N,Any,7,2013,0.08,0,0
82146,TRAIN,Male,1A,0,N,Named,4,2013,0.08,0,0
82148,TRAIN,Female,3B,4+,Y,Named,11,2014,0.08,0,0
82149,TRAIN,Male,2A,2,N,Any,2,2013,0.08,0,0
82150,TRAIN,Female,2B,4+,Y,Any,1,2013,0.08,0,0
82151,TRAIN,Male,1B,0,N,Named,6,2013,0.08,0,0
82152,TRAIN,Female,4A,4+,N,Any,1,2014,0.08,0,0
82153,TRAIN,Male,6A,4+,N,Any,7,2013,0.08,0,0
82155,TRAIN,Male,3B,0,N,Any,0,2014,0.08,0,0
82156,TRAIN,Male,3A,0,N,Any,7,2013,0.08,0,0
82157,TRAIN,Female,1A,2,N,Named,8,2013,0.08,0,0
82160,TRAIN,Male,3B,3,N,Named,3,2014,0.08,0,0
82162,TRAIN,Male,4A,4+,Y,Named,1,2014,0.08,0,0
82163,TRAIN,Female,1B,4+,Y,Any,4,2014,0.08,0,0
82164,TRAIN,Male,1A,4+,Y,Any,6,2014,0.08,0,0
82165,TRAIN,Male,2B,2,N,Named,7,2014,0.08,0,0
82166,TRAIN,Female,1B,4+,N,Named,2,2014,0.08,0,0
82167,TRAIN,Female,1A,4+,N,Named,10,2013,0.08,0,0
82168,TRAIN,Male,4A,0,N,Named,4,2014,0.08,0,0
82169,TRAIN,Female,5A,1,N,Any,1,2014,0.08,0,0
82170,TRAIN,Male,6A,0,N,Any,2,2014,0.08,0,0
82173,TRAIN,Female,3B,2,N,Named,7,2013,0.08,0,0
82174,TRAIN,Female,2B,1,N,Named,1,2013,0.08,0,0
82175,TRAIN,Female,6A,4+,Y,Any,4,2014,0.08,0,0
82176,TRAIN,Female,3A,4+,N,Named,10,2013,0.08,0,0
82177,TRAIN,Male,3B,4+,Y,Any,7,2013,0.08,0,0
82178,TRAIN,Female,1B,2,N,Named,9,2013,0.08,0,0
82180,TRAIN,Female,1A,3,N,Named,8,2014,0.08,0,0
82181,TRAIN,Male,2B,4+,Y,Named,3,2013,0.08,0,0
82182,TRAIN,Male,1B,4+,N,Any,11,2014,0.08,0,0
82183,TRAIN,Female,3B,3,N,Named,2,2014,0.08,0,0
82184,TRAIN,Female,2A,4+,N,Any,6,2014,0.08,0,0
82185,TRAIN,Female,2B,0,N,Any,11,2013,0.08,0,0
82186,TRAIN,Male,6A,2,N,Any,5,2013,0.08,0,0
82187,TRAIN,Female,3A,4+,N,Named,11,2013,0.08,0,0
82188,TRAIN,Female,1B,1,N,Named,1,2014,0.08,0,0
82190,TRAIN,Male,6A,2,N,Any,2,2013,0.08,0,0
82192,TRAIN,Female,3B,0,N,Named,0,2014,0.08,0,0
82195,TRAIN,Female,2B,4+,Y,Any,5,2014,0.08,0,0
82196,TRAIN,Female,4B,0,N,Any,4,2013,0.08,0,0
82200,TRAIN,Male,1B,0,N,Any,7,2013,0.08,0,0
82201,TRAIN,Female,3B,4+,Y,Named,0,2014,0.08,0,0
82202,TRAIN,Female,5A,4+,N,Any,1,2013,0.08,0,0
82203,TRAIN,Male,6A,4+,N,Named,1,2013,0.08,0,0
82205,TRAIN,Male,3B,3,N,Named,1,2013,0.08,0,0
82206,TRAIN,Male,6A,4+,Y,Any,3,2014,0.08,0,0
82208,TRAIN,Male,1A,4+,Y,Any,0,2014,0.08,0,0
82210,TRAIN,Female,3A,4+,Y,Named,9,2013,0.08,0,0
82211,TRAIN,Male,2B,1,N,Named,7,2013,0.08,0,0
82212,TRAIN,Female,2A,2,N,Any,0,2014,0.08,0,0
82213,TRAIN,Male,1B,4+,N,Named,5,2013,0.08,0,0
82214,TRAIN,Female,5B,4+,N,Named,1,2013,0.08,0,0
82216,TRAIN,Female,5B,3,N,Any,4,2014,0.08,0,0
82217,TRAIN,Male,5A,4+,N,Any,15,2014,0.08,0,0
82219,TRAIN,Female,4A,1,N,Named,0,2014,0.08,0,0
82222,TRAIN,Female,3B,2,N,Named,8,2013,0.08,0,0
82223,TRAIN,Female,1B,0,N,Any,5,2013,0.08,0,0
82224,TRAIN,Male,6A,4+,N,Named,1,2014,0.08,0,0
82225,TRAIN,Male,5B,2,N,Any,3,2013,0.08,0,0
82226,TRAIN,Female,3A,2,N,Any,7,2013,0.08,0,0
82227,TRAIN,Male,6A,3,N,Any,9,2013,0.08,0,0
82228,TRAIN,Male,2A,4+,N,Any,4,2013,0.08,0,0
82229,TRAIN,Female,3B,2,N,Named,8,2013,0.08,0,0
82230,TRAIN,Female,2B,0,N,Any,6,2013,0.08,0,0
82232,TRAIN,Male,2B,4+,Y,Any,13,2013,0.08,0,0
82233,TRAIN,Female,3B,3,N,Any,6,2013,0.08,0,0
82234,TRAIN,Female,5A,4+,N,Named,10,2014,0.08,0,0
82235,TRAIN,Male,3B,3,N,Named,8,2013,0.08,0,0
82236,TRAIN,Male,2B,4+,Y,Named,1,2013,0.08,0,0
82238,TRAIN,Male,2B,4+,N,Named,7,2013,0.08,0,0
82240,TRAIN,Female,3B,3,N,Named,8,2014,0.08,0,0
82241,TRAIN,Male,1B,1,N,Named,8,2013,0.08,0,0
82242,TRAIN,Male,3A,0,N,Named,7,2013,0.08,0,0
